site_id,plot_id,date,year,Year,Year,DOY,Month,Week,Day,DAP,unix_ts,Easting,Northing,Elev_m,Slope_deg,TWI,pct_clay,pct_sand,pct_silt,pct_om,Ksat_um_s,Precip_mm,Irrigation_mm,ETref_mm,RelHum_pct,WindSpeed_m_s,SolarRad_MJ_m2_d,SoilTemp_C_10cm,T_high_C,T_low_C,Cum_Irrigation_mm,Cum_ETref_mm,Cum_GDD_base10_Cd,GDD_base10_Cd,GDD_base4p4_Cd,SAVI,savi_is_sentinel,DSAVI,VV_median_dB,VH_median_dB,VV_median_last_dB,VH_median_last_dB,VVVH_last_dB,dVV_median_obs_dB,dVH_median_obs_dB,SAR_obs,SAR_days_since,SWD_mech,SWD_prev_mm,N_kg_ha,AWC,CF,DP,Days_Since_Fert,ETa_SIMS,FC,RO_CN,WP,cos_DOY,sin_DOY,Date,Management_Plot_ID
scal,42,6/1/2023,2023,2023,2023,152,6,22,1,1133,1685577600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,7.798,68,3.979,23.22,23.833,28.222,17.611,12.7,175.744,230,12.8,16.7,0.235,0,0.011666667,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,2,31.18606343,28.64406343,271.5941,0.19,31.18606343,0,1141,2.542,0.321,0,0.189,-0.865307254,0.501241813,6/1/2023,42
scal,42,6/2/2023,2023,2023,2023,153,6,22,2,1134,1685664000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,14.199,0,3.454,77,2.503,7.2,21.278,25.5,16.722,12.7,179.198,240.6,10.6,16.1,0.246666667,0,0.011666667,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,3,18.62613649,31.18606343,271.5941,0.19,18.62613649,0,1142,1.615,0.321,0.035073066,0.189,-0.873807104,0.486272707,6/2/2023,42
scal,42,6/3/2023,2023,2023,2023,154,6,22,3,1135,1685750400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,14.478,0,5.131,77,2.369,18.71,20.5,26.778,14.722,12.7,184.329,251.2,10.6,15,0.258333333,0,0.011666667,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,4,6.310135574,18.62613649,271.5941,0.19,6.310135574,0,1143,2.106,0.321,0.047999081,0.189,-0.882048025,0.471159508,6/3/2023,42
scal,42,6/4/2023,2023,2023,2023,155,6,22,4,1136,1685836800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,1.524,0,5.74,68,1.431,21.31,21,29.278,15.056,12.7,190.069,262.9,11.7,15.6,0.27,0,0.011666667,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,5,7.603135574,6.310135574,271.5941,0.19,7.603135574,0,1144,2.813,0.321,0,0.189,-0.890027576,0.455906694,6/4/2023,42
scal,42,6/5/2023,2023,2023,2023,156,6,23,5,1137,1685923200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,6.553,63,1.341,27.06,22.556,29.611,15.889,12.7,196.622,275.1,12.2,15.6,0.286666667,0,0.016666667,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,6,10.22313557,7.603135574,271.5941,0.19,10.22313557,0,1145,2.62,0.321,0,0.189,-0.897743394,0.440518784,6/5/2023,42
scal,42,6/6/2023,2023,2023,2023,157,6,23,6,1138,1686009600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,6.325,66,1.252,25.83,23,30.111,14.167,12.7,202.947,286.8,11.7,15,0.303333333,0,0.016666667,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,7,13.37013557,10.22313557,271.5941,0.19,13.37013557,0,1146,3.147,0.321,0,0.189,-0.90519319,0.42500034,6/6/2023,42
scal,42,6/7/2023,2023,2023,2023,158,6,23,7,1139,1686096000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,7.061,61,1.207,28.57,25,31.944,15.778,12.7,210.008,299.6,12.8,15.6,0.32,0,0.016666667,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,8,16.78113557,13.37013557,271.5941,0.19,16.78113557,0,1147,3.411,0.321,0,0.189,-0.912374758,0.409355959,6/7/2023,42
scal,42,6/8/2023,2023,2023,2023,159,6,23,8,1140,1686182400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,2.794,0,5.69,67,1.833,15.19,24.5,31.278,18.167,12.7,215.698,313.5,13.9,16.7,0.34,0,0.02,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,9,16.62613557,16.78113557,271.5941,0.19,16.62613557,0,1148,2.635,0.321,0,0.189,-0.91928597,0.393590277,6/8/2023,42
scal,42,6/9/2023,2023,2023,2023,160,6,23,9,1141,1686268800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,25.908,0,7.112,73,3.174,23.27,23.944,29.5,16.833,12.7,222.81,326.3,12.8,16.1,0.36,0,0.02,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,10,0,16.62613557,271.5941,0.19,-3.792861298,3.792861298,1149,3.223,0.321,2.278003128,0.189,-0.925924777,0.377707965,6/9/2023,42
scal,42,6/10/2023,2023,2023,2023,161,6,23,10,1142,1686355200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,2.261,0,2.87,83,1.699,10.19,21.611,23.333,17.444,12.7,225.68,336.3,10,15.6,0.38,0,0.02,-11.23360882,-17.08372828,-10.17556752,-21.50920814,11.33364061,0.220919288,2.442780191,0,11,0,0,271.5941,0.19,-0.333,0.333,1150,1.937,0.321,0,0.189,-0.932289213,0.361713731,6/10/2023,42
scal,42,6/11/2023,2023,2023,2023,162,6,23,11,1143,1686441600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,4.648,72,2.414,16.85,20.944,22.056,12.111,12.7,230.328,343,6.7,12.2,0.4,0,0.02,-11.25590688,-9.393233007,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,1,0,2.331,0,271.5941,0.19,2.331,0,1151,2.331,0.321,0,0.189,-0.938377392,0.345612313,6/11/2023,42
scal,42,6/12/2023,2023,2023,2023,163,6,24,12,1144,1686528000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.156,65,1.028,26.75,20,22.611,8.556,12.7,235.484,349.1,6.1,11.1,0.42,0,0.02,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,1,5.073,2.331,271.5941,0.19,5.073,0,1152,2.742,0.321,0,0.189,-0.944187509,0.329408482,6/12/2023,42
scal,42,6/13/2023,2023,2023,2023,164,6,24,13,1145,1686614400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.918,58,1.073,27.49,21.222,26.056,9.444,12.7,241.402,356.9,7.8,12.8,0.44,0,0.02,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,2,8.361,5.073,271.5941,0.19,8.361,0,1153,3.288,0.321,0,0.189,-0.949717843,0.313107041,6/13/2023,42
scal,42,6/14/2023,2023,2023,2023,165,6,24,14,1146,1686700800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,31.75,5.359,66,0.849,25.24,23.5,27.5,13.278,44.45,246.761,366.9,10,14.4,0.46,0,0.02,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,3,0,8.361,271.5941,0.19,-20.136,20.136,1154,3.253,0.321,0,0.189,-0.954966755,0.296712819,6/14/2023,42
scal,42,6/15/2023,2023,2023,2023,166,6,24,15,1147,1686787200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,6.807,60,1.386,25.61,24.667,30.278,13.389,44.45,253.568,378.6,11.7,14.4,0.48,0,0.02,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,4,4.221,0,271.5941,0.19,4.221,0,1155,4.221,0.321,0,0.189,-0.95993269,0.280230675,6/15/2023,42
scal,42,6/16/2023,2023,2023,2023,167,6,24,16,1148,1686873600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.664,67,1.743,18.05,24.889,29.667,16.611,44.45,259.232,391.4,12.8,16.1,0.5175,0,0.0375,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,5,7.471,4.221,271.5941,0.19,7.471,0,1156,3.25,0.321,0,0.189,-0.964614176,0.263665493,6/16/2023,42
scal,42,6/17/2023,2023,2023,2023,168,6,24,17,1149,1686960000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0.508,0,4.166,77,2.235,16.88,23.167,21.667,13.222,44.45,263.398,398.6,7.2,12.8,0.555,0,0.0375,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,6,9.696,7.471,271.5941,0.19,9.696,0,1157,2.725,0.321,0,0.189,-0.969009826,0.24702218,6/17/2023,42
scal,42,6/18/2023,2023,2023,2023,169,6,24,18,1150,1687046400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,7.239,65,1.788,27.63,23.944,29.722,10.778,44.45,270.637,408.6,10,13.3,0.5925,0,0.0375,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,7,13.387,9.696,271.5941,0.19,13.387,0,1158,3.691,0.321,0,0.189,-0.973118337,0.23030567,6/18/2023,42
scal,42,6/19/2023,2023,2023,2023,170,6,25,19,1151,1687132800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,31.75,10.236,62,3.487,28.17,25.556,33.333,15.111,76.2,280.873,420.8,12.2,15.6,0.63,0,0.0375,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,8,0,13.387,271.5941,0.19,-12.893,12.893,1159,5.47,0.321,0,0.189,-0.976938493,0.213520915,6/19/2023,42
scal,42,6/20/2023,2023,2023,2023,171,6,25,20,1152,1687219200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,9.322,65,3.71,27.28,26.167,32.056,17.278,76.2,290.195,434.1,13.3,16.7,0.65,0,0.02,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,9,5.224,0,271.5941,0.19,5.224,0,1160,5.224,0.321,0,0.189,-0.98046916,0.19667289,6/20/2023,42
scal,42,6/21/2023,2023,2023,2023,172,6,25,21,1153,1687305600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,5.08,0,4.089,71,2.28,8.85,24.056,25.611,18.778,76.2,294.284,445.8,11.7,17.2,0.6525,0,0.0025,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,10,3.152,5.224,271.5941,0.19,3.152,0,1161,2.998,0.321,0,0.189,-0.983709294,0.179766586,6/21/2023,42
scal,42,6/22/2023,2023,2023,2023,173,6,25,22,1154,1687392000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,6.528,66,1.52,25.98,24.889,29.5,16.778,76.2,300.812,458.6,12.8,16.1,0.655,0,0.0025,-11.23360882,-17.08372828,-11.25590688,-9.393233007,-1.862673874,-1.080339356,12.11597513,0,11,6.826,3.152,271.5941,0.19,6.826,0,1162,3.674,0.321,0,0.189,-0.986657933,0.162807013,6/22/2023,42
scal,42,6/23/2023,2023,2023,2023,174,6,25,23,1155,1687478400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,7.29,69,2.548,24.95,25.944,30.889,17.5,76.2,308.102,471.9,13.3,16.7,0.6575,0,0.0025,-11.67208271,-16.24813596,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,1,0,11.439,6.826,271.5941,0.19,11.439,0,1163,4.613,0.321,0,0.189,-0.989314204,0.145799197,6/23/2023,42
scal,42,6/24/2023,2023,2023,2023,175,6,25,24,1156,1687564800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0.254,0,9.881,60,3.398,29.08,27,31.111,17.278,76.2,317.983,485.2,13.3,16.7,0.66,0,0.0025,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,1,16.25,11.439,271.5941,0.19,16.25,0,1164,5.061,0.321,0,0.189,-0.99167732,0.128748177,6/24/2023,42
scal,42,6/25/2023,2023,2023,2023,176,6,25,25,1157,1687651200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,9.474,58,4.113,29.74,25.667,27.444,14.444,76.2,327.457,495.8,10.6,15,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,2,21.506,16.25,271.5941,0.19,21.506,0,1165,5.256,0.321,0,0.189,-0.99374658,0.111659007,6/25/2023,42
scal,42,6/26/2023,2023,2023,2023,177,6,26,26,1158,1687737600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,31.75,7.722,58,1.922,30.61,25.611,28.167,12.278,107.95,335.179,505.8,10,13.9,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,3,0,21.506,271.5941,0.19,-5.516,5.516,1166,4.728,0.321,0,0.189,-0.995521372,0.09453675,6/26/2023,42
scal,42,6/27/2023,2023,2023,2023,178,6,26,27,1159,1687824000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,7.849,66,3.755,23.63,25.167,28.444,15.167,107.95,343.028,517.5,11.7,15.6,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,4,4.983,0,271.5941,0.19,4.983,0,1167,4.983,0.321,0,0.189,-0.99700117,0.077386479,6/27/2023,42
scal,42,6/28/2023,2023,2023,2023,179,6,26,28,1160,1687910400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,7.29,73,2.906,27.47,29.278,29.611,23.611,107.95,350.318,533.6,16.1,19.4,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,5,9.465,4.983,271.5941,0.19,9.465,0,1168,4.482,0.321,0,0.189,-0.998185534,0.060213277,6/28/2023,42
scal,42,6/29/2023,2023,2023,2023,180,6,26,29,1161,1687996800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,5.842,0,6.833,71,2.325,25.15,27.056,29.778,19.556,107.95,357.151,548,14.4,17.8,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,6,8.053,9.465,271.5941,0.19,8.053,0,1169,4.438,0.321,0,0.189,-0.999074115,0.043022233,6/29/2023,42
scal,42,6/30/2023,2023,2023,2023,181,6,26,30,1162,1688083200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,20.549,0,4.166,80,1.699,16.66,24.278,26.111,17.889,107.95,361.317,559.7,11.7,16.7,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,7,0,8.053,271.5941,0.19,-8.587254484,8.587254484,1170,3.054,0.321,0.865745516,0.189,-0.999666649,0.02581844,6/30/2023,42
scal,42,7/1/2023,2023,2023,2023,182,7,26,1,1163,1688169600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,4.14,81,1.833,18.27,23.833,23.778,16.056,107.95,365.457,569.1,9.4,15,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,8,2.686,0,271.5941,0.19,2.686,0,1171,2.686,0.321,0,0.189,-0.999962959,0.008606997,7/1/2023,42
scal,42,7/2/2023,2023,2023,2023,183,7,26,2,1164,1688256000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,6.299,71,1.296,28.2,25.056,29.333,15.278,107.95,371.756,581.3,12.2,15.6,0.66,0,0,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,9,6.971,2.686,271.5941,0.19,6.971,0,1172,4.285,0.321,0,0.189,-0.999962959,-0.008606997,7/2/2023,42
scal,42,7/3/2023,2023,2023,2023,184,7,27,3,1165,1688342400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,7.493,70,2.012,29.31,27,31.222,16.111,107.95,379.249,594.1,12.8,16.1,0.665,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,10,11.969,6.971,271.5941,0.19,11.969,0,1173,4.998,0.321,0,0.189,-0.999666649,-0.02581844,7/3/2023,42
scal,42,7/4/2023,2023,2023,2023,185,7,27,4,1166,1688428800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,39.624,0,7.315,73,2.906,22.67,27.278,32.944,18,107.95,386.564,608,13.9,16.7,0.67,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,11,0,11.969,271.5941,0.19,-14.97033068,14.97033068,1174,4.666,0.321,8.014669321,0.189,-0.999074115,-0.043022233,7/4/2023,42
scal,42,7/5/2023,2023,2023,2023,186,7,27,5,1167,1688515200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,31.75,4.166,76,2.012,16.51,23.111,23,14.056,139.7,390.73,616.3,8.3,13.9,0.675,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,12,0,0,271.5941,0.19,-28.826,28.826,1175,2.924,0.321,0,0.189,-0.998185534,-0.060213277,7/5/2023,42
scal,42,7/6/2023,2023,2023,2023,187,7,27,6,1168,1688601600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,3.937,72,1.609,15.5,21.222,21.833,13.833,139.7,394.667,624.1,7.8,13.3,0.68,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,13,3.458,0,271.5941,0.19,3.458,0,1176,3.458,0.321,0,0.189,-0.99700117,-0.077386479,7/6/2023,42
scal,42,7/7/2023,2023,2023,2023,188,7,27,7,1169,1688688000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,3.048,0,3.988,79,2.459,12.84,21.5,25.056,16.222,139.7,398.655,634.7,10.6,16.1,0.685,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,14,3.288,3.458,271.5941,0.19,3.288,0,1177,2.87,0.321,0,0.189,-0.995521372,-0.09453675,7/7/2023,42
scal,42,7/8/2023,2023,2023,2023,189,7,27,8,1170,1688774400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0.254,0,3.556,78,1.207,16.19,21,21.833,13.889,139.7,402.211,642.5,7.8,13.3,0.69,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,15,6.149,3.288,271.5941,0.19,6.149,0,1178,3.111,0.321,0,0.189,-0.99374658,-0.111659007,7/8/2023,42
scal,42,7/9/2023,2023,2023,2023,190,7,27,9,1171,1688860800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.664,74,1.296,28.32,22.167,25.944,13.333,139.7,407.875,651.9,9.4,14.4,0.695,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,16,10.426,6.149,271.5941,0.19,10.426,0,1179,4.277,0.321,0,0.189,-0.99167732,-0.128748177,7/9/2023,42
scal,42,7/10/2023,2023,2023,2023,191,7,28,10,1172,1688947200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,6.934,74,2.459,27.54,24.333,30.167,14.5,139.7,414.809,664.1,12.2,15,0.7,0,0.005,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,17,15.467,10.426,271.5941,0.19,15.467,0,1180,5.041,0.321,0,0.189,-0.989314204,-0.145799197,7/10/2023,42
scal,42,7/11/2023,2023,2023,2023,192,7,28,11,1173,1689033600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,6.426,73,1.922,24.98,26.667,30.556,17.333,139.7,421.235,677.4,13.3,16.7,0.69,0,-0.01,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,18,19.978,15.467,271.5941,0.19,19.978,0,1181,4.511,0.321,0,0.189,-0.986657933,-0.162807013,7/11/2023,42
scal,42,7/12/2023,2023,2023,2023,193,7,28,12,1174,1689120000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.563,80,2.235,22.69,27.5,28.944,18.444,139.7,426.798,690.7,13.3,17.2,0.68,0,-0.01,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,19,23.526,19.978,271.5941,0.19,23.526,0,1182,3.548,0.321,0,0.189,-0.983709294,-0.179766586,7/12/2023,42
scal,42,7/13/2023,2023,2023,2023,194,7,28,13,1175,1689206400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,1.524,0,4.242,73,1.073,14.56,26,30.389,16.5,139.7,431.04,703.5,12.8,16.1,0.674,0,-0.006,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,20,26.281,23.526,271.5941,0.19,26.281,0,1183,4.285,0.321,0,0.189,-0.98046916,-0.19667289,7/13/2023,42
scal,42,7/14/2023,2023,2023,2023,195,7,28,14,1176,1689292800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,2.769,0,3.658,78,1.609,12.54,24,26.167,17.667,139.7,434.698,715.2,11.7,16.7,0.668,0,-0.006,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,21,26.697,26.281,271.5941,0.19,26.697,0,1184,3.196,0.321,0,0.189,-0.976938493,-0.213520915,7/14/2023,42
scal,42,7/15/2023,2023,2023,2023,196,7,28,15,1177,1689379200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.639,73,1.475,23.26,24.778,28.778,16.722,139.7,440.337,727.4,12.2,16.1,0.662,0,-0.006,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,22,31.846,26.697,271.5941,0.19,31.846,0,1185,5.149,0.321,0,0.189,-0.973118337,-0.23030567,7/15/2023,42
scal,42,7/16/2023,2023,2023,2023,197,7,28,16,1178,1689465600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,2.032,0,5.283,74,1.475,21.57,25.889,28.722,17.833,139.7,445.62,740.2,12.8,16.7,0.656,0,-0.006,-11.23360882,-17.08372828,-11.67208271,-16.24813596,4.576053255,-0.416175829,-6.854902957,0,23,34.348,31.846,271.5941,0.19,34.348,0,1186,4.532,0.321,0,0.189,-0.969009826,-0.24702218,7/16/2023,42
scal,42,7/17/2023,2023,2023,2023,198,7,29,17,1179,1689552000,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.664,78,2.369,26.15,26.222,25.056,17.556,139.7,451.284,751.3,11.1,16.7,0.65,0,-0.006,-13.62475744,-19.84305698,-13.62475744,-19.84305698,6.218299536,-1.952674732,-3.594921014,1,0,38.319,34.348,271.5941,0.19,38.319,0,1187,3.971,0.321,0,0.189,-0.964614176,-0.263665493,7/17/2023,42
scal,42,7/18/2023,2023,2023,2023,199,7,29,18,1180,1689638400,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,11.176,0,4.039,87,2.682,19.04,23.5,25.333,16.722,139.7,455.323,761.9,10.6,16.1,0.65,0,0,-11.23360882,-17.08372828,-13.62475744,-19.84305698,6.218299536,-1.952674732,-3.594921014,0,1,31.027,38.319,271.5941,0.19,31.027,0,1188,3.878,0.321,0,0.189,-0.95993269,-0.280230675,7/18/2023,42
scal,42,7/19/2023,2023,2023,2023,200,7,29,19,1181,1689724800,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,3.048,86,1.431,12.25,22.833,26.167,17,139.7,458.371,773,11.1,16.1,0.65,0,0,-11.23360882,-17.08372828,-13.62475744,-19.84305698,6.218299536,-1.952674732,-3.594921014,0,2,34.458,31.027,271.5941,0.19,34.458,0,1189,3.431,0.321,0,0.189,-0.954966755,-0.296712819,7/19/2023,42
scal,42,7/20/2023,2023,2023,2023,201,7,29,20,1182,1689811200,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.055,77,1.52,22.59,24.5,26,18.611,139.7,463.426,785.2,12.2,17.2,0.65,0,0,-11.23360882,-17.08372828,-13.62475744,-19.84305698,6.218299536,-1.952674732,-3.594921014,0,3,39.525,34.458,271.5941,0.19,39.525,0,1190,5.067,0.321,0,0.189,-0.949717843,-0.313107041,7/20/2023,42
scal,42,7/21/2023,2023,2023,2023,202,7,29,21,1183,1689897600,573756.8664,4492452.638,551.2249952,1.107652118,5.705593315,32.3,8.5,59.3,1.32,3.96,0,0,5.41,70,1.028,25.29,26.333,26.833,16.722,139.7,468.836,796.9,11.7,16.1,0.6525,0,0.0025,-11.23360882,-17.08372828,-13.62475744,-19.84305698,6.218299536,-1.952674732,-3.594921014,0,4,43.806,39.525,271.5941,0.19,43.806,0,1191,4.281,0.321,0,0.189,-0.944187509,-0.329408482,7/21/2023,42
